"id","userId","platformId","platformVideoId","originalUrl","title","description","thumbnail","uploadedAt","createdAt","updatedAt",platformSlug,userUsername
"01JP6GVS6NK80J9CZFTY4S95XM","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",tV9cqfKPRKU,https://www.youtube.com/watch?v=tV9cqfKPRKU,FULL Fullstack! Semua Pertanyaan Tentang Programming Pasti DIJAWAB! 🤩🦾 | WPUCAST #3 (Haidar Hanif),"Ikuti perjalanan Haidar yang bikin para programmer pemula naik level!

--
M. Haidar Hanif
https://mhaidarhanif.com
http://linkedin.com/in/mhaidarhanif
https://bearmentor.com

--- CHAPTERS ---
00:00 Intro & Perkenalan
5:59 Awal Mula Kenal Teknologi
15:40 Perkuliahan
29:00 Kenapa Suka Ngajarin Pemula?
39:42 Library & Framework
43:15 Tips Belajar React
46:57 Komunitas BandungDev
50:48 Event Terdekat
52:22 Mentorship
57:53 Closing

---
🔥 SUPPORT WPU 🔥

👕 Beli Hoodie & T-Shirt di WPU Official Store 👕
https://shopee.co.id/wpustore.id

👾 Gabung Server Discord WPU 👾
https://discord.gg/S4rrXQU

- Traktir Pa Dhika Kopi (OVO / GoPay / Dana / LinkAja)
https://saweria.co/sandhikagalih
https://karyakarsa.com/sandhikagalih

---
📢 FOLLOW SOCIAL MEDIA 📢
- https://www.instagram.com/sandhikagalih
- tiktok.com/@sandhika.galih
- https://twitter.com/sandhikagalih
- https://github.com/sandhikagalih

---
UNIVERSITAS PASUNDAN BANDUNG
http://www.unpas.ac.id/
http://www.if.unpas.ac.id/

terimakasih dan #janganlupatitikkoma!

@sandhikagalih",https://i.ytimg.com/vi/tV9cqfKPRKU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBBNzBe07gwvWPZxio00fDLEoSruw,2024-02-09 11:54:37.000,2025-03-13 01:10:52.885,2025-03-13 01:10:52.885,youtube,Ipung
"01JP6GWKKBRWP15N1KM43VYVB7","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",TanFwAcHBqE,https://www.youtube.com/watch?v=TanFwAcHBqE,"10 Tips Melatih LOGIKA PEMROGRAMAN agar Ngoding makin Sat-Set🧑‍💻🤩","Emang bener ya logika pemrograman itu penting? gimana sih caranya ngasah atau ngelatihnya?

---
Gabung di : https://kelasfullstack.id
Dapatkan diskon 25% hanya sampai tanggal Januari 2024: SEMANGAT2024
Dapatkan diskon 15% kapanpun dengan kode kupon: MEMBERWPU

---
🔥 SUPPORT WPU 🔥

👕 Beli Hoodie & T-Shirt di WPU Official Store 👕
https://shopee.co.id/wpustore.id

👾 Gabung Server Discord WPU 👾
https://discord.gg/S4rrXQU

- Traktir Pa Dhika Kopi (OVO / GoPay / Dana / LinkAja)
https://saweria.co/sandhikagalih
https://karyakarsa.com/sandhikagalih

---
📢 FOLLOW SOCIAL MEDIA 📢
- https://www.instagram.com/sandhikagalih
- tiktok.com/@sandhika.galih
- https://twitter.com/sandhikagalih
- https://github.com/sandhikagalih

---
UNIVERSITAS PASUNDAN BANDUNG
http://www.unpas.ac.id/
http://www.if.unpas.ac.id/

terimakasih dan #janganlupatitikkoma!

@sandhikagalih",https://i.ytimg.com/vi/TanFwAcHBqE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDCjWVW6maA3vglIXuccbuT0k6dKg,2024-01-26 12:44:49.000,2025-03-13 01:11:19.915,2025-03-13 01:11:19.915,youtube,Ipung
"01JP6GXGXFXM4A9DJYQKVWXJKT","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",MCVkMmYL-aY,https://www.youtube.com/watch?v=MCVkMmYL-aY,Membuat WEBSITE Kedai Kopi RESPONSIVE dengan HTML & CSS dari 0 + Autodeploy ke WEB HOSTING,"Siap2 gaes, kita bakalan bikin website dari 0 sampai jadi dan bisa diakses semua orang, hanya menggunakan HTML, CSS dan sedikit JS saja tanpa library dan framework apapun. Tapi sebelumnya, mari ngopi dulu ~

---
🔥 Promo Unlimited Hosting Niagahoster (saat ini Hostinger) : diskon up to 50% + gratis domain + SSL 🔥
👍🏼 Gunakan kode kupon WPUNPAS untuk tambahan diskon up to 60%
👉🏼 Klik https://www.hostg.xyz/SHEk7
---
Aset Gambar:
https://unsplash.com/photos/tNALoIZhqVM
https://unsplash.com/photos/ZLqxSzvVr7I
https://unsplash.com/photos/dAYJfrtVjh0

Link Penting:
https://feathericons.com/
https://github.com/SamKirkland/FTP-Deploy-Action

Playlist Lengkap Website Kedai Kopi Kenangan Senja:
https://www.youtube.com/playlist?list=PLFIM0718LjIWaNi4oDdN49FTlznrWU9w2

---
Chapters:
00:00 Intro
00:14 Hasil Akhir Website
05:39 Persiapan
15:25 Navbar
33:18 Menyiapkan Media Queries
35:42 Menu Sidebar
49:29 Hero Section
1:07:58 About Section
1:20:41 Menu Section
1:33:59 Contact Section
1:47:45 Footer
1:57:45 Github Pages
2:04:20 Web Hosting
2:11:43 Autodeploy (Github Actions)
2:23:24 Closing

---
🔥 SUPPORT WPU 🔥

👕 Beli Hoodie & T-Shirt di WPU Official Store 👕
https://shopee.co.id/wpustore.id

👾 Gabung Server Discord WPU 👾
https://discord.gg/S4rrXQU

- Donasi Channel WPU (OVO / GoPay / Dana / LinkAja)
https://saweria.co/sandhikagalih
https://karyakarsa.com/sandhikagalih

---
📢 FOLLOW SOCIAL MEDIA 📢
- https://www.instagram.com/sandhikagalih
- tiktok.com/@sandhika.galih
- https://twitter.com/sandhikagalih
- https://github.com/sandhikagalih

terimakasih dan #janganlupatitikkoma!

@sandhikagalih",https://i.ytimg.com/vi/MCVkMmYL-aY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBU6-FdnlyRG-3EsgQqTTsTEq5C2A,2023-01-16 12:00:07.000,2025-03-13 01:11:49.936,2025-03-13 01:11:49.936,youtube,Rifki
"01JP6H7SF34S4Q10NFEZ1X9NNZ","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",hMDJyb7VkYw,https://www.youtube.com/watch?v=hMDJyb7VkYw,Tutorial HTML Dasar (Bahasa Indonesia),"Hi guys, di video kali ini, kita akan bahas tentang materi HTML Dasar. Ini adalah materi awal untuk teman-teman yang mau belajar menjadi Web Developer

Slide : https://docs.google.com/presentation/d/1j3-mkgXmazIrQdJFhSQp5XK1NqeTIsA03UfST77Tinw/edit?usp=sharing

Source Code : https://github.com/ProgrammerZamanNow/belajar-html-dasar

Materi Video :
00:00:00 - Pendahuluan
00:02:48 - Pengenalan Web
00:11:39 - Pengenalan HTML
00:21:12 - Pengenalan Web Hosting
00:24:40 - Persiapan
00:26:33 - Membuat Project
00:27:58 - Hello World
00:35:17 - Menjalankan Web di Komputer
00:40:00 - Menjalankan Web di Web Hosting
00:49:33 - Penamaan File HTML
00:51:39 - Heading
00:55:17 - Paragraph
01:00:10 - Entities
01:05:47 - Break Line
01:09:27 - Style
01:15:35 - Formatting
01:19:29 - Comment
01:22:25 - Color
01:26:48 - List
01:33:18 - Link
01:55:57 - Image
02:03:54 - Picture
02:11:23 - Computer Code
02:14:29 - Emoji
02:16:48 - Head
02:21:47 - Favicon
02:24:47 - Block dan Inline
02:35:24 - Video
02:39:57 - Audio
02:42:02 - HTML 5
02:46:39 - Inline Frame
02:51:31 - Table
03:04:37 - Semantic
03:12:16 - Layout
03:18:46 - Responsive
03:31:39 - ID
03:37:09 - Tag Lainnya
03:39:07 - Materi Selanjutnya

JOIN PREMIUM : https://www.youtube.com/ProgrammerZamanNow/join

DISCORD PREMIUM : https://www.youtube.com/post/UgxBHnvjdwwAioDHe0x4AaABCQ

Donasi :
Saweria : https://saweria.co/ProgrammerZamanNow

Social Media :
Instagram : https://www.instagram.com/ProgrammerZamanNow
Facebook : https://www.facebook.com/ProgrammerZamanNow
Telegram : https://t.me/ProgrammerZamanNow
Youtube : https://www.youtube.com/c/ProgrammerZamanNow",https://i.ytimg.com/vi/hMDJyb7VkYw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAKKAy990SvUOHGQOfk3mtTUdb_8A,2023-02-14 05:00:19.000,2025-03-13 01:17:26.372,2025-03-13 01:17:26.372,youtube,Rifki
"01JP6H9D947VPE683KVW6YCD49","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",DsqMUJ7rbXg,https://www.youtube.com/watch?v=DsqMUJ7rbXg,Masih Layak kah Belajar Programming di Tahun 2024? 💻,"Buat kalian yang masih ragu untuk belajar programming.

---
Gabung di 👉🏼 https://kelasfullstack.id
Dapatkan diskon 75% hanya sampai tanggal 31 Mei 2024
kode kupon: DISKONMEIWPU
Dapatkan diskon 65% kapanpun dengan kode kupon: MEMBERWPU
Follow 👉🏼 https://instagram.com/kelasfullstack.id
---

🔥 SUPPORT WPU 🔥

👕 Beli Hoodie & T-Shirt di WPU Official Store 👕
https://shopee.co.id/wpustore.id

👾 Gabung Server Discord WPU 👾
https://discord.gg/S4rrXQU

- Traktir Pa Dhika Kopi (OVO / GoPay / Dana / LinkAja)
https://saweria.co/sandhikagalih
https://karyakarsa.com/sandhikagalih

---
📢 FOLLOW SOCIAL MEDIA 📢
- https://www.instagram.com/sandhikagalih
- tiktok.com/@sandhika.galih
- https://twitter.com/sandhikagalih
- https://github.com/sandhikagalih

---
UNIVERSITAS PASUNDAN BANDUNG
http://www.unpas.ac.id/
http://www.if.unpas.ac.id/

terimakasih dan #janganlupatitikkoma!

@sandhikagalih",https://i.ytimg.com/vi/DsqMUJ7rbXg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDS0FWTl0M3CdVLxQFpqCVQAjoqcQ,2024-05-29 09:42:26.000,2025-03-13 01:18:19.428,2025-03-13 01:18:19.428,youtube,Rifki
"01JP6P3SBCZCEDQZJWS7JQ463J","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",mD6uSGSjgr4,https://www.youtube.com/watch?v=mD6uSGSjgr4,Belajar Dasar Pemrograman Javascript 1 Jam,"full playlist disini: https://www.youtube.com/playlist?list=PLc6SEcJkQ6DwiGCnVdCbWLqo6ceICD_4b

Belajar javascript dasar bahasa pemrograman untuk pemula di tahun 2023 dari 0. Mengenal fundamental program menggunakan JS (javascript) untuk siapa saja yang ingin mencoba menjadi seorang web developer atau programmer di Indonesia.Tutorial cukup lengkap dan semoga cukup mudah dipahami oleh kalian semua.

tentang array lebih panjang disini:
https://youtu.be/LzfFoGuk_M0

timestamps:
00:00:00 pemahaman awal javascript
00:03:25 apa yang dibutuhkan
00:04:25 setup awal
00:07:20 internal & external js
00:11:40 alert, prompt, log
00:16:00 variable assignment
00:22:20 tipe data
00:28:40 conditional statement
00:35:40 operator
00:40:50 array
00:46:17 for loop
00:49:44 for loop of array
00:53:30 do-while vs while loop
00:57:07 tugas kecil


Transfer DONASI: https://saweria.co/deaafrizal
Join this channel to get access to perks:
https://www.youtube.com/channel/UCU7YluxOYon-yofPxfGHVog/join

#programming #tutorial #coding

Telegram Open Grup: https://t.me/cuyuniverse
Istagram: https://www.instagram.com/dea.afrizal/

=================
💌 Email (for business) 💌
dea.afrizal@icloud.com
==================

🔻🔻🔻   SUBSCRIBE   🔻🔻🔻 
               For More Update
🔺🔺🔺LONCENGNYA 🔺🔺🔺",https://i.ytimg.com/vi/mD6uSGSjgr4/maxresdefault.jpg,2023-02-08 00:00:00.000,2025-03-13 02:42:38.061,2025-03-13 02:42:38.061,youtube,Rifki
"01JP6HG39EQFSE6DWNDKYCHK4A","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E","6J6OuO7UT5k",https://www.youtube.com/watch?v=6J6OuO7UT5k,"[MV] Everyday, Kachuusha - JKT48 (Story Version)","Everyday, Kachuusha merupakan salah satu dari double single JKT48 RE:BOOST. Lagu ini bercerita tentang manis-pahitnya jatuh cinta kepada seorang gadis yang menggunakan bando (kachuusha).

Inilah video Everyday, Kachuusha - Story Version dari JKT48.

Berikut adalah daftar member senbatsu untuk video ini (urutan alfabetis):
1. Adhisty Zara 
2. Aninditha Rahma Cahyadi
3. Ayana Shahab
4. Cindy Hapsari Maharani Pujiantoro Putri
5. Cindy Yuvia
6. Eve Antoinette Ichwan
7. Feni Fitriyanti
8. Made Devi Ranita Ningtara
9. Michelle Christo Kusnadi
10. Nurhayati
11. Puti Nadhira Azalia
12. Shania Gracia
13. Shania Junianatha
14. Shani Indira Natio
15. Thalia Ivanka Elizabeth
16. Viviyona Apriani

***

You can keep or share this video, but please DO NOT re-upload it into any streaming site and file hosting. It's the only proper way you can appreciate JKT48 and the owner of the copyrighted content.

Keep on cheering for JKT48 and thank you for all of your support.

(Anda dapat menyimpan dan menyebarkan video ini, namun tolong JANGAN mengunggah ulang ke situs streaming video dan hosting file mana pun. Ini satu-satunya cara yang benar bagi anda untuk menghargai JKT48 dan pemilik konten berhak cipta.

Tetap dukung JKT48 dan terima kasih atas segala dukungan anda.)

Follow our twitter: @officialJKT48
instagram: @JKT48

or visit our Facebook Fan page:
http://www.facebook.com/official.JKT48

also visit our official website:
http://www.jkt48.com",https://i.ytimg.com/vi/6J6OuO7UT5k/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLB1xdURIE8_e1OJd5qqmGxJtmJAvA,2018-07-07 07:07:36.000,2025-03-13 01:21:58.574,2025-03-13 01:21:58.574,youtube,Rifki
"01JP6NVN67KDX8BP1EQ5SYWJZM","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",RH_2pLlHN8Y,https://www.youtube.com/watch?v=RH_2pLlHN8Y,[MV] Indahnya Senyum Manismu dst. - JKT48,"JKT48 kali ini merilis single ke-17 berjudul “Kesimpulan yang sedikit membuatku malu setelah beberapa hari berpikir akan berubah seperti apakah hubungan kita jika di jalan yang penuh pohon rindang kukatakan indahnya senyum manismu dalam mimpiku”, yang merupakan judul lagu terpanjang dalam sejarah JKT48. 

Karena memikirkan berbagai aspek termasuk waktu yang diperlukan untuk menyebutkan judul lagu dan tidak muatnya judul ini bila ditweet melalui akun Twitter official, maka judulnya disingkat menjadi “Indahnya Senyum Manismu dst.”

Single ini merupakan bagian dari Pemilihan Member Single Ke-17 yang telah diadakan oleh JKT48. Dalam Pemilihan Member Single Ke-17, para fans menentukan langsung siapa saja member yang tampil di single ini dengan cara voting. 


Inilah 16 member Senbatsu yang membawakan Single Ke-17 JKT48, “Indahnya Senyum Manismu dst.”:
(berdasarkan urutan suara terbanyak saat Pemilihan Member)

1. Shani Indira Natio - Team KIII 
2. Ayana Shahab - Team KIII 
3. Melody Nurramdhani Team J & T 
4. Shania Gracia - Team KIII 
5. Cindy Yuvia - Team KIII
6. Rina Chikano - Team KIII 
7. Made Devi Ranita - Team T 
8. Shania Junianatha - Team J 
9. Saktia Oktapyani - Team J 
10. Aninditha Rahma - Team KIII 
11. Rona Anggreani - Team KIII 
12. Frieska Anastasia - Team KIII 
13. Michelle Christo - Team J 
14. Beby Chaesara - Team KIII 
15. Devi Kinal Putri - Team J 
16. Nabilah Ratna Ayu - Team J",https://i.ytimg.com/vi_webp/RH_2pLlHN8Y/maxresdefault.webp,2017-08-14 00:00:00.000,2025-03-13 02:38:11.655,2025-03-13 02:38:11.655,youtube,Rifki
"01JP6NWGFXABSBZJM7V60B2T53","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",OEV8gMkCHXQ,https://www.youtube.com/watch?v=OEV8gMkCHXQ,CSS in 100 Seconds,"Cascading Style Sheets or CSS is the language that makes HTML websites look pretty. Learn how concepts like cascade, specificity, inheritance, and the box model influence the appearance of a webpage https://fireship.io/tags/css/

#css #webdev #100SecondsOfCode

The sequel to HTML in 100 Seconds https://youtu.be/ok-plXXHlWw

🔗 Resources

CSS Docs https://developer.mozilla.org/en-US/docs/Web/CSS
Flexbox in 100 Seconds https://youtu.be/K74l26pE4YA
Grid Layout in 100 Seconds https://youtu.be/uuOXPWCh-6o
CSS Animation https://codepen.io/ainalem/pen/oNxXRgW

🔥 Get More Content - Upgrade to PRO

Upgrade to Fireship PRO at https://fireship.io/pro
Use code lORhwXd2 for 25% off your first payment. 

🎨 My Editor Settings

- Atom One Dark 
- vscode-icons
- Fira Code Font

🔖 Topics Covered

- What is CSS? 
- How does CSS cascade?
- What is specificity in CSS?
- CSS Box Model explained
- CSS for absolute beginners
- What is CSS used for?
- When was CSS3 created?
- Will there be a CSS4?",https://i.ytimg.com/vi_webp/OEV8gMkCHXQ/maxresdefault.webp,2021-12-14 00:00:00.000,2025-03-13 02:38:39.614,2025-03-13 02:38:39.614,youtube,Rifki
"01JP6NWXKXSJZ8YSZYTDTRRZKF","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",m6hlrk2Jwrw,https://www.youtube.com/watch?v=m6hlrk2Jwrw,Deno 2 vs Bun: Which Should You Choose?,"Node.js dominated server-side JavaScript for 9 years, but now Bun and Deno are changing the game. Both promise better performance and developer experience, but which one should you choose? In this comprehensive comparison, we'll explore what makes each runtime special, their common features, and help you decide which is right for your next project. From built-in TypeScript support to WebSocket performance, we cover everything you need to know about these modern JavaScript runtimes.

Bun: https://bun.sh/
Deno: https://deno.com/
Bun C Blog Post:https://bun.sh/blog/compile-and-run-c-in-js

► HACKING SCALE NEWSLETTER
https://newsletter.betterstack.com/

► READ MORE
More about Better Stack: https://betterstack.com/
Community pages: https://betterstack.com/community/

► STAY TUNED
GitHub: https://github.com/BetterStackHQ
Twitter: https://twitter.com/betterstackhq
LinkedIn: https://www.linkedin.com/company/betterstack
Instagram: https://www.instagram.com/betterstackhq/
TikTok: https://www.tiktok.com/@betterstack

📌 𝗖𝗵𝗮𝗽𝘁𝗲𝗿𝘀:",https://i.ytimg.com/vi/m6hlrk2Jwrw/maxresdefault.jpg,2024-12-14 00:00:00.000,2025-03-13 02:38:53.054,2025-03-13 02:38:53.054,youtube,Ijun
"01JP6NXVT8S5V7SNRBG3KYEPT3","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",dWqNgzZwVJQ,https://www.youtube.com/watch?v=dWqNgzZwVJQ,Bun is disrupting JavaScript land,"Let's take a first look at Bun 1.0 - the worlds fastest JavaScript runtime. Find out how Bun compares to Node.js and Deno. 

#webdevelopment #javascript #thecodereport 

🔥 Level up AI code generation with DevGPT

Try it for free: https://devgpt.com/?utm_source=fireship

💬 Chat with Me on Discord

https://discord.gg/fireship

🔗 Resources

Bun 1.0 details https://bun.sh/blog/bun-v1.0
Bun.js Launch Video https://youtu.be/BsnCpESUEqM
Deno NPM modules https://youtu.be/cv7ci6GT5Hg

🎨 My Editor Settings

- Atom One Dark 
- vscode-icons
- Fira Code Font

🔖 Topics Covered

- Bun.js vs Node.js
- Bun vs Deno
- How is Bun so fast?
- Are JavaScript apps fast?
- Best JS frameworks
- How to optimize JavaScript performance",https://i.ytimg.com/vi_webp/dWqNgzZwVJQ/maxresdefault.webp,2023-09-08 00:00:00.000,2025-03-13 02:39:23.976,2025-03-13 02:39:23.976,youtube,Ijun
"01JP6NYEA9JXR6AH9H2C3KBVAH","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",vQJJ_K1JbEA,https://www.youtube.com/watch?v=vQJJ_K1JbEA,REST API #1 APA ITU API ?,"Ini adalah awal dari sebuah Seri / Playlist baru mengenai REST API dan di video ini kita akan bahas dulu mengenai apa itu API.

---
🔥 Promo Unlimited Hosting Niagahoster (saat ini Hostinger) : diskon up to 50% + gratis domain + SSL 🔥
👍🏼 Gunakan kode kupon WPUNPAS untuk tambahan diskon up to 60%
👉🏼 Klik https://www.hostg.xyz/SHEk7

--
Definisi :
1. API
https://en.wikipedia.org/wiki/Application_programming_interface
2. Interface
https://en.wikipedia.org/wiki/Interface_(computing)

--
Apa yang harus dipelajari sebelum ini :
- Javascript Dasar
https://www.youtube.com/playlist?list=PLFIM0718LjIWXagluzROrA-iBY9eeUt4w

- Javascript & DOM
https://www.youtube.com/playlist?list=PLFIM0718LjIWB3YRoQbQh82ZewAGtE2-3

- PHP DASAR
https://www.youtube.com/playlist?list=PLFIM0718LjIUqXfmEIBE3-uzERZPh3vp6

- OOPHP
https://www.youtube.com/playlist?list=PLFIM0718LjIWvxxll-6wLXrC_16h_Bl_p

- PHP MVC
https://www.youtube.com/playlist?list=PLFIM0718LjIVEh_d-h5wAjsdv2W4SAtkx

- CodeIgniter
https://www.youtube.com/watch?v=dMRCZGGAx74&list=PLFIM0718LjIVpXbAwu_Cg9PdJO1GvyvCn&index=10

https://www.youtube.com/watch?v=g5JT3EW38KM&list=PLFIM0718LjIVpXbAwu_Cg9PdJO1GvyvCn&index=11

https://www.youtube.com/watch?v=r-r6IhsE5vg&list=PLFIM0718LjIVpXbAwu_Cg9PdJO1GvyvCn&index=12

-- 

PLAYLIST LAIN:

- HTML Dasar
https://www.youtube.com/playlist?list=PLFIM0718LjIVuONHysfOK0ZtiqUWvrx4F

- CSS Dasar
https://www.youtube.com/playlist?list=PLFIM0718LjIUBrbm6Gdh6k7ZUvPIAZm7p

- Tutorial Sublime Text
https://www.youtube.com/playlist?list=PLFIM0718LjIWE-Ot9V9qcALx5OMAZY67c

- CSS Layouting
https://www.youtube.com/playlist?list=PLFIM0718LjIUu4Ju9GUL5zpLcuq08TKYr

---
🔥 SUPPORT WPU 🔥

👕 Beli Hoodie & T-Shirt di WPU Official Store 👕
https://shopee.co.id/wpustore.id

👾 Gabung Server Discord WPU 👾
https://discord.gg/S4rrXQU

- Traktir Pa Dhika Kopi (OVO / GoPay / Dana / LinkAja)
https://saweria.co/sandhikagalih
https://karyakarsa.com/sandhikagalih

---
📢 FOLLOW SOCIAL MEDIA 📢
- https://www.instagram.com/sandhikagalih
- tiktok.com/@sandhika.galih
- https://twitter.com/sandhikagalih
- https://github.com/sandhikagalih

terimakasih dan #janganlupatitikkoma!

@sandhikagalih",https://i.ytimg.com/vi_webp/vQJJ_K1JbEA/maxresdefault.webp,2019-01-10 00:00:00.000,2025-03-13 02:39:42.922,2025-03-13 02:39:42.922,youtube,Ijun
"01JP6NYWCQYM52CBQ8MBFY3Q5N","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",lsMQRaeKNDk,https://www.youtube.com/watch?v=lsMQRaeKNDk,What is a REST API?,"Learn more about about APIs → http://ibm.biz/guide-to-apis
Learn more about REST APIs → http://ibm.biz/rest-apis-guide
Watch GraphQL vs REST: Which is Better for APIs? → https://ibm.biz/BdMpXN
Check out IBM API Connect → https://www.ibm.com/products/api-connect 

What is a REST API? What are the benefits and how are they fundamental to your cloud application? 

In this lightboard video, Nathan Hekman with IBM Cloud, answers these questions and much more as he visually shows the benefits a company can gain with using REST API.

Read SmartPaper to learn how to unlock the full potential of your APIs → https://ibm.biz/BdMpX6
Sign up for a live demo of API Connect, IBM's API management solution → https://ibm.biz/BdMpXU
Try IBM API Connect free for 30 days → https://ibm.biz/BdMpX5

#RESTAPI #APIs #IBMCloud",https://i.ytimg.com/vi_webp/lsMQRaeKNDk/maxresdefault.webp,2020-10-23 00:00:00.000,2025-03-13 02:39:57.336,2025-03-13 02:39:57.336,youtube,Ijun
"01JP6P0736W0C27Q987S9KQ32C","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",-mN3VyJuCjM,https://www.youtube.com/watch?v=-mN3VyJuCjM,What Is REST API? Examples And How To Use It: Crash Course System Design #3,"Subscribe to our weekly system design newsletter: https://bit.ly/3tfAlYD

Checkout our bestselling System Design Interview books: 
Volume 1: https://amzn.to/3Ou7gkd
Volume 2: https://amzn.to/3HqGozy

Other things we made:
Digital version of System Design Interview books: https://bit.ly/3mlDSk9
Twitter: https://bit.ly/3HqEz5G
LinkedIn:  https://bit.ly/39h22JK

Animation tools: Illustrator and After Effects

ABOUT US: 
Covering topics and trends in large-scale system design, from the authors of the best-selling System Design Interview series.",https://i.ytimg.com/vi/-mN3VyJuCjM/maxresdefault.jpg,2022-08-24 00:00:00.000,2025-03-13 02:40:41.062,2025-03-13 02:40:41.062,youtube,Ijun
"01JP6P0NJ93HA851V7ZQQMC3NR","01JP2Z2ARZHSZGAFE6G2H3YEGS","01JNH1QRKBZYR0NV0Z4BTE0B5E",SqcY0GlETPk&t=163s,https://www.youtube.com/watch?v=SqcY0GlETPk&t=163s,React Tutorial for Beginners,"Master React 18 with TypeScript! ⚛️  Build amazing front-end apps with this beginner-friendly tutorial.

❤️ Join this channel to get access to perks:
https://www.youtube.com/channel/UCWv7vMbMWH4-V0ZXdmDpPBA/join

🚀 Want the ultimate React deep dive? Check out my full course: https://mosh.link/react-course
- Subscribe for more awesome content: https://goo.gl/6PYaGF

✋ Stay connected:
- Twitter: https://twitter.com/moshhamedani
- Facebook: https://www.facebook.com/programmingwithmosh/
- Instagram: https://www.instagram.com/codewithmosh.official/
- LinkedIn: https://www.linkedin.com/school/codewithmosh/

📖 TABLE OF CONTENT
00:00:00 Course Intro
00:01:55 Prerequisites
00:02:43 What is React?
00:04:57 Setting Up the Development Environment 
00:06:24 Creating a React App
00:09:17 Project Structure
00:11:20 Creating a React Component
00:16:41 How React Works
00:19:00 React Ecosystem
00:21:04 Building Components
00:21:40 Creating a ListGroup Component
00:27:15 Fragments
00:29:42 Rendering Lists
00:33:11 Conditional Rendering
00:38:36 Handling Events
00:44:43 Managing State
00:50:44 Passing Data Via Props
00:54:42 Passing Functions Via Props
00:58:27 State Vs Props
01:00:00 Passing Children
01:05:04 Inspecting Components with React Dev Tools 
01:07:14 Exercise: Building a Button Component 
01:14:15 Exercise: Showing an Alert

#react #reactjs #javascript #coding",https://i.ytimg.com/vi/SqcY0GlETPk/maxresdefault.jpg,2023-03-12 00:00:00.000,2025-03-13 02:40:55.881,2025-03-13 02:40:55.881,youtube,Ijun
